"district","active_customer_count","average_spending","most_spent_category"
"Edo & Delta","3","4.9900000000000000","Family"
"Edo & Delta","2","4.4900000000000000","Sci-Fi"
"Edo & Delta","2","4.9900000000000000","Horror"
"Edo & Delta","2","6.4900000000000000","Comedy"
"Edo & Delta","1","7.9900000000000000","Games"
"Edo & Delta","1","6.9900000000000000","Classics"
"England","13","6.2976923076923077","Games"
"England","11","4.2627272727272727","Sci-Fi"
"England","10","5.0900000000000000","Sports"
"England","10","4.2900000000000000","Comedy"
"England","8","4.2400000000000000","Children"
"England","8","6.3650000000000000","Family"
"England","4","4.2400000000000000","Animation"
"Esfahan","7","4.2757142857142857","Games"
"Esfahan","6","4.1566666666666667","Action"
"Esfahan","6","6.9900000000000000","Comedy"
"Esfahan","5","5.1900000000000000","Family"
"Esfahan","4","4.2400000000000000","Classics"
"Esfahan","4","4.9900000000000000","Sports"
"Esfahan","4","6.2400000000000000","Foreign"
"Esfahan","2","5.9900000000000000","Drama"
"Eskisehir","2","4.9900000000000000","Drama"
"Eskisehir","2","4.9900000000000000","Sports"
"Eskisehir","1","6.9900000000000000","Children"
"Eskisehir","1","5.9900000000000000","Animation"
"Eskisehir","1","4.9900000000000000","Foreign"
"Eskisehir","1","4.9900000000000000","Action"
"Eskisehir","1","4.9900000000000000","Comedy"
"Esprito Santo","3","4.3233333333333333","New"
"Esprito Santo","3","5.3233333333333333","Games"
"Esprito Santo","2","5.9900000000000000","Horror"
"Esprito Santo","2","5.4900000000000000","Sci-Fi"
"Esprito Santo","2","5.9900000000000000","Sports"
"Esprito Santo","2","5.4900000000000000","Drama"
"Esprito Santo","2","6.4900000000000000","Comedy"
"Esprito Santo","2","8.4900000000000000","Family"
"Esprito Santo","1","4.9900000000000000","Travel"
"Esprito Santo","1","7.9900000000000000","Children"
"Florida","8","4.8650000000000000","Animation"
"Florida","6","4.4900000000000000","Horror"
"Florida","5","4.3900000000000000","Documentary"
"Florida","4","5.4900000000000000","Sports"
"Florida","3","5.9900000000000000","New"
"Florida","2","6.4900000000000000","Games"
"Florida","2","6.9900000000000000","Action"
"Florida","2","4.9900000000000000","Comedy"
"Florida","1","5.9900000000000000","Travel"
"Florida","1","8.9900000000000000","Music"
"Florida","1","7.9900000000000000","Classics"
"Free State","4","4.7400000000000000","Classics"
"Free State","2","4.9900000000000000","Sci-Fi"
"Free State","2","5.4900000000000000","Comedy"
"Friuli-Venezia Giuli","3","5.9900000000000000","Music"
"Friuli-Venezia Giuli","1","7.9900000000000000","Drama"
"Fujian","2","6.4900000000000000","Animation"
"Fukushima","6","5.4900000000000000","New"
"Fukushima","5","4.9900000000000000","Children"
"Fukushima","4","4.7400000000000000","Animation"
"Fukushima","3","4.3233333333333333","Sports"
"Fukushima","2","4.4900000000000000","Travel"
"Fukushima","2","4.9900000000000000","Family"
"Fukushima","1","4.9900000000000000","Foreign"
"Funafuti","3","4.3233333333333333","Children"
"Funafuti","3","6.6566666666666667","Music"
"Funafuti","3","4.3233333333333333","Sports"
"Funafuti","3","4.3233333333333333","Sci-Fi"
"Funafuti","2","4.9900000000000000","Animation"
"Funafuti","1","4.9900000000000000","New"
"Galicia","12","4.4066666666666667","Games"
"Galicia","7","4.1328571428571429","Documentary"
"Galicia","6","4.8233333333333333","Travel"
"Galicia","6","4.4900000000000000","Comedy"
"Galicia","5","4.1900000000000000","Drama"
"Galicia","5","5.7900000000000000","Horror"
"Galicia","4","5.7400000000000000","Family"
"Galicia","2","4.9900000000000000","Sports"
"Galicia","2","5.9900000000000000","Music"
"Gansu","4","5.4900000000000000","Classics"
"Gansu","4","6.2400000000000000","Action"
"Gansu","4","4.4900000000000000","New"
"Gansu","4","6.2400000000000000","Games"
"Gansu","3","5.3233333333333333","Comedy"
"Gansu","3","5.6566666666666667","Drama"
"Gansu","2","5.4900000000000000","Sci-Fi"
"Gansu","1","4.9900000000000000","Sports"
"Gauteng","10","4.4900000000000000","Sports"
"Gauteng","9","4.8788888888888889","Horror"
"Gauteng","9","4.5455555555555556","Sci-Fi"
"Gauteng","5","5.1900000000000000","Music"
"Gauteng","5","5.7900000000000000","Games"
"Gauteng","3","4.6566666666666667","Children"
"Gauteng","3","4.9900000000000000","Family"
"Gauteng","2","5.9900000000000000","Drama"
"Gaziantep","2","6.4900000000000000","Documentary"
"Gaziantep","2","6.4900000000000000","Comedy"
"Gaziantep","2","4.9900000000000000","Travel"
"Gaziantep","1","7.9900000000000000","Horror"
"Gaziantep","1","9.9900000000000000","New"
"Gaziantep","1","4.9900000000000000","Music"
"Gaziantep","1","4.9900000000000000","Sports"
"Gelderland","8","4.8650000000000000","Games"
"Gelderland","7","4.7042857142857143","Travel"
"Gelderland","6","4.9900000000000000","Sports"
"Gelderland","4","7.4900000000000000","New"
"Gelderland","4","7.4900000000000000","Horror"
"Gelderland","3","6.3233333333333333","Comedy"
"Gelderland","3","4.9900000000000000","Drama"
"Gelderland","3","6.6566666666666667","Sci-Fi"
"Gelderland","3","5.9900000000000000","Classics"
"Gelderland","2","4.9900000000000000","Foreign"
"Georgia","4","4.9900000000000000","Documentary"
"Georgia","4","4.4900000000000000","Drama"
"Georgia","3","5.3233333333333333","Foreign"
"Georgia","2","4.4900000000000000","Sports"
"Georgia","1","4.9900000000000000","Horror"
"Gifu","4","4.4925000000000000","Sports"
"Gifu","3","4.3233333333333333","New"
"Gifu","2","6.4900000000000000","Action"
"Gifu","2","6.4850000000000000","Animation"
"Gifu","2","4.9900000000000000","Sci-Fi"
"Gifu","1","4.9900000000000000","Comedy"
"Gifu","1","4.9900000000000000","Foreign"
"Gois","11","4.5354545454545455","Travel"
"Gois","11","4.0809090909090909","New"
"Gois","10","4.7900000000000000","Drama"
"Gois","10","5.1900000000000000","Horror"
"Gois","7","4.2757142857142857","Foreign"
"Gois","7","4.4185714285714286","Sports"
"Gois","7","4.1328571428571429","Classics"
"Gois","5","4.7880000000000000","Comedy"
"Gois","5","4.3900000000000000","Games"
"Gois","4","4.9900000000000000","Music"
"Gois","3","4.3233333333333333","Children"
"Guanajuato","8","4.6150000000000000","New"
"Guanajuato","8","5.4900000000000000","Drama"
"Guanajuato","6","4.3233333333333333","Travel"
"Guanajuato","5","4.3900000000000000","Classics"
"Guanajuato","5","4.3900000000000000","Action"
"Guanajuato","4","4.4900000000000000","Children"
"Guanajuato","3","6.6566666666666667","Foreign"
"Guanajuato","2","4.4900000000000000","Comedy"
"Guangdong","15","4.5900000000000000","Drama"
"Guangdong","7","4.4185714285714286","Music"
"Guangdong","5","4.5900000000000000","Comedy"
"Guangdong","5","6.1900000000000000","Sci-Fi"
"Guerrero","4","4.2400000000000000","Animation"
"Guerrero","3","5.6566666666666667","Classics"
"Guerrero","1","5.9900000000000000","Comedy"
"Guerrero","1","7.9900000000000000","Travel"
"Gujarat","7","5.9900000000000000","Foreign"
"Gujarat","6","5.4900000000000000","Animation"
"Gujarat","4","4.4900000000000000","New"
"Gujarat","3","4.3233333333333333","Children"
"Gujarat","3","4.6566666666666667","Games"
"Gujarat","3","5.6566666666666667","Classics"
"Gujarat","3","7.3233333333333333","Music"
"Gujarat","2","4.9900000000000000","Horror"
"Gujarat","1","4.9900000000000000","Drama"
"Gumma","4","4.9900000000000000","New"
"Gumma","2","6.9900000000000000","Drama"
"Gumma","2","7.4900000000000000","Comedy"
"Gumma","1","7.9900000000000000","Documentary"
"Gumma","1","5.9900000000000000","Horror"
"Gumma","1","4.9900000000000000","Travel"
"Gurico","2","4.4900000000000000","Documentary"
"Gurico","2","4.4900000000000000","Action"
"Gurico","1","4.9900000000000000","Music"
"Gurico","1","6.9900000000000000","Drama"
"Gurico","1","4.9900000000000000","Animation"
"Ha Darom","7","5.4185714285714286","Sci-Fi"
"Ha Darom","7","5.1328571428571429","Action"
"Ha Darom","5","4.9900000000000000","Classics"
"Ha Darom","5","4.3900000000000000","Comedy"
"Ha Darom","4","4.2400000000000000","Sports"
"Ha Darom","3","5.3233333333333333","Foreign"
"Ha Darom","1","4.9900000000000000","Games"
"Ha Darom","1","4.9900000000000000","Travel"
"Ha Darom","1","8.9900000000000000","Horror"
"Hainan","3","4.3233333333333333","Animation"
"Hainan","2","4.4900000000000000","New"
"Hainan","2","5.4900000000000000","Horror"
"Hainan","2","4.9900000000000000","Action"
"Hainan","1","4.9900000000000000","Foreign"
"Hainan","1","6.9900000000000000","Sci-Fi"
"Haiphong","4","4.7400000000000000","Children"
"Haiphong","2","4.9900000000000000","Travel"
"Haiphong","1","5.9900000000000000","Music"
"Haiphong","1","8.9900000000000000","Drama"
"Haiphong","1","4.9900000000000000","Animation"
"Haiphong","1","4.9900000000000000","Foreign"
"Hamilton","2","6.4900000000000000","Sci-Fi"
"Hamilton","2","6.4900000000000000","New"
"Hamilton","1","4.9900000000000000","Foreign"
"Hanoi","3","7.3233333333333333","Comedy"
"Hanoi","1","4.9900000000000000","Foreign"
"Hanoi","1","4.9900000000000000","Games"
"Hanoi","1","4.9900000000000000","Travel"
"Haryana","7","5.4185714285714286","Drama"
"Haryana","5","4.1900000000000000","Classics"
"Haryana","3","7.6566666666666667","Sports"
"Haryana","2","4.4900000000000000","Travel"
"Haryana","1","4.9900000000000000","Animation"
"Haskovo","6","4.1566666666666667","Foreign"
"Haskovo","2","5.9900000000000000","New"
"Haskovo","1","4.9900000000000000","Comedy"
"Hawalli","4","4.9900000000000000","Foreign"
"Hawalli","4","4.2400000000000000","Classics"
"Hawalli","2","4.4900000000000000","Family"
"Hawalli","2","4.9900000000000000","Music"
"Hawalli","2","4.4900000000000000","Comedy"
"Hawalli","2","4.9900000000000000","Documentary"
"Hawalli","1","5.9900000000000000","Animation"
"Hawalli","1","7.9900000000000000","Sports"
"Hawalli","1","5.9900000000000000","Drama"
"Hebei","5","5.9900000000000000","New"
"Hebei","3","4.9900000000000000","Drama"
"Hebei","3","4.3233333333333333","Action"
"Hebei","2","5.9900000000000000","Sci-Fi"
"Hebei","2","4.4900000000000000","Children"
"Hebei","1","4.9900000000000000","Horror"
"Hebei","1","4.9900000000000000","Documentary"
"Hebei","1","4.9900000000000000","Travel"
"Heilongjiang","3","4.3233333333333333","Music"
"Heilongjiang","3","4.9900000000000000","Sci-Fi"
"Heilongjiang","3","5.9900000000000000","Horror"
"Heilongjiang","3","4.9900000000000000","Children"
"Heilongjiang","3","4.6566666666666667","Animation"
"Heilongjiang","2","4.4900000000000000","Games"
"Heilongjiang","2","6.9900000000000000","Sports"
"Heilongjiang","1","9.9900000000000000","Drama"
"Henan","8","4.8650000000000000","Comedy"
"Henan","7","4.9900000000000000","Games"
"Henan","6","4.4900000000000000","Music"
"Henan","5","4.9900000000000000","Sports"
"Henan","5","4.5900000000000000","Classics"
"Henan","3","6.6566666666666667","Horror"
"Henan","1","4.9900000000000000","Action"
"Hidalgo","5","4.5900000000000000","Sci-Fi"
"Hidalgo","4","4.7400000000000000","Classics"
"Hidalgo","3","5.3233333333333333","Music"
"Hidalgo","3","4.6566666666666667","Foreign"
"Hidalgo","3","4.3233333333333333","Games"
"Hidalgo","3","5.6566666666666667","Documentary"
"Hidalgo","2","5.9900000000000000","Comedy"
"Hidalgo","1","5.9900000000000000","Travel"
"Hiroshima","10","4.4900000000000000","Sci-Fi"
"Hiroshima","9","4.6566666666666667","Drama"
"Hiroshima","9","5.7677777777777778","Travel"
"Hiroshima","8","4.8650000000000000","Comedy"
"Hiroshima","4","4.7400000000000000","Family"
"Hiroshima","4","4.9900000000000000","New"
"Hmelnytskyi","3","5.3233333333333333","Action"
"Hmelnytskyi","2","4.4900000000000000","Documentary"
"Hmelnytskyi","2","4.9900000000000000","Travel"
"Hmelnytskyi","2","4.9900000000000000","Animation"
"Hmelnytskyi","1","4.9900000000000000","Family"
"Hmelnytskyi","1","5.9900000000000000","Drama"
"Hodeida","4","6.2400000000000000","Games"
"Hodeida","4","4.9900000000000000","Travel"
"Hodeida","4","5.7400000000000000","Sports"
"Hodeida","2","8.9900000000000000","Sci-Fi"
"Hodeida","1","8.9900000000000000","Drama"
"Hodeida","1","6.9900000000000000","Family"
"Hodeida","1","5.9900000000000000","New"
"Huanuco","3","5.9900000000000000","Sports"
"Huanuco","2","4.4900000000000000","New"
"Huanuco","2","6.4900000000000000","Music"
"Huanuco","1","4.9900000000000000","Animation"
"Huanuco","1","10.9900000000000000","Sci-Fi"
"Huanuco","1","6.9900000000000000","Comedy"
"Huanuco","1","4.9900000000000000","Horror"
"Huanuco","1","5.9900000000000000","Foreign"
"Hubei","8","4.2400000000000000","Games"
"Hubei","5","4.3900000000000000","Sci-Fi"
"Hubei","3","5.3233333333333333","Animation"
"Hubei","3","4.9900000000000000","Horror"
"Hunan","8","4.7400000000000000","New"
"Hunan","5","5.7880000000000000","Action"
"Hunan","5","4.1900000000000000","Family"
"Hunan","4","5.2400000000000000","Sci-Fi"
"Hunan","4","6.4900000000000000","Comedy"
"Hunan","4","4.4900000000000000","Foreign"
"Hunan","2","5.9900000000000000","Children"
"Hunan","1","4.9900000000000000","Horror"
"Ibaragi","4","5.4900000000000000","Sports"
"Ibaragi","4","4.4900000000000000","Travel"
"Ibaragi","1","8.9900000000000000","Horror"
"Ibaragi","1","8.9900000000000000","Foreign"
"Illinois","12","5.3233333333333333","Drama"
"Illinois","12","4.1558333333333333","Sports"
"Illinois","9","4.3233333333333333","Horror"
"Illinois","7","4.8471428571428571","Games"
"Illinois","5","4.5900000000000000","Sci-Fi"
"Illinois","5","4.3900000000000000","Family"
"Illinois","5","5.7900000000000000","Foreign"
"Illinois","2","4.4900000000000000","Travel"
"Inner Mongolia","14","4.7042857142857143","Sports"
"Inner Mongolia","8","4.2400000000000000","Family"
"Inner Mongolia","7","4.7042857142857143","Games"
"Inner Mongolia","5","5.1900000000000000","Horror"
"Inner Mongolia","5","4.1900000000000000","Comedy"
"Irkutsk","3","7.6566666666666667","Classics"
"Irkutsk","3","5.3233333333333333","Children"
"Irkutsk","3","4.9900000000000000","Games"
"Irkutsk","2","4.4900000000000000","New"
"Irkutsk","2","5.4900000000000000","Music"
"Irkutsk","2","4.4900000000000000","Foreign"
"Irkutsk","2","4.4900000000000000","Comedy"
"Irkutsk","2","8.4900000000000000","Family"
"Irkutsk","1","4.9900000000000000","Sci-Fi"
"Irkutsk","1","8.9900000000000000","Sports"
"Irkutsk","1","4.9900000000000000","Travel"
"Irkutsk","1","6.9900000000000000","Action"
"Ishikawa","3","5.3233333333333333","Travel"
"Ishikawa","3","4.3233333333333333","Horror"
"Ishikawa","2","4.4900000000000000","Family"
"Ishikawa","1","4.9900000000000000","Sci-Fi"
"Ishikawa","1","8.9900000000000000","Documentary"
"Ishikawa","1","4.9900000000000000","Children"
"Ishikawa","1","9.9900000000000000","Games"
"Istanbul","3","5.9900000000000000","Horror"
"Istanbul","2","4.4900000000000000","Foreign"
"Istanbul","2","4.4900000000000000","Family"
"Istanbul","2","7.4900000000000000","New"
"Istanbul","2","6.4900000000000000","Children"
"Istanbul","1","6.9900000000000000","Sports"
"Istanbul","1","4.9900000000000000","Travel"
"Ivanovo","2","5.4900000000000000","Children"
"Ivanovo","2","4.4900000000000000","Travel"
"Ivanovo","2","5.4900000000000000","Classics"
"Ivanovo","1","8.9900000000000000","New"
"Ivanovo","1","4.9900000000000000","Comedy"
"Ivanovo","1","6.9900000000000000","Sports"
"Ivanovo","1","8.9900000000000000","Sci-Fi"
"Jakarta Raya","4","6.4900000000000000","Games"
"Jakarta Raya","3","4.9900000000000000","Classics"
"Jakarta Raya","2","5.4900000000000000","New"
"Jakarta Raya","2","4.4900000000000000","Children"
"Jakarta Raya","2","4.4900000000000000","Comedy"
"Jakarta Raya","1","4.9900000000000000","Travel"
"Jakarta Raya","1","5.9900000000000000","Sci-Fi"
"Jalisco","5","5.9900000000000000","Classics"
"Jalisco","5","4.7900000000000000","Foreign"
"Jalisco","3","4.3233333333333333","Sports"
"Jalisco","2","6.4900000000000000","Comedy"
"Jalisco","1","4.9900000000000000","Drama"
"Jalisco","1","4.9900000000000000","New"
"Jaroslavl","1","5.9900000000000000","Sci-Fi"
"Jaroslavl","1","6.9900000000000000","Animation"
"Jaroslavl","1","6.9900000000000000","Sports"
"Jaroslavl","1","8.9900000000000000","Drama"
"Jaroslavl","1","8.9900000000000000","Foreign"
"Jaroslavl","1","6.9900000000000000","Comedy"
"Jharkhand","5","4.3900000000000000","Horror"
"Jharkhand","5","5.3900000000000000","Documentary"
"Jharkhand","4","5.2400000000000000","Sports"
"Jharkhand","4","4.9900000000000000","Comedy"
"Jharkhand","3","5.9900000000000000","Children"
"Jharkhand","2","6.9900000000000000","Foreign"
"Jharkhand","2","5.4900000000000000","Music"
"Jharkhand","2","8.4900000000000000","New"
"Jharkhand","2","4.4900000000000000","Classics"
"Jharkhand","1","4.9900000000000000","Sci-Fi"
"Jiangsu","5","4.3900000000000000","Comedy"
"Jiangsu","4","5.7400000000000000","Classics"
"Jiangsu","3","7.6566666666666667","Documentary"
"Jiangsu","3","4.9900000000000000","Sci-Fi"
"Jiangsu","3","4.6566666666666667","Action"
"Jiangsu","3","4.9900000000000000","Music"
"Jiangsu","3","5.6566666666666667","Family"
"Jiangsu","1","7.9900000000000000","Games"
"Jilin","6","4.4900000000000000","Games"
"Jilin","6","5.4900000000000000","Family"
"Jilin","6","5.1566666666666667","Sports"
"Jilin","4","6.2400000000000000","Animation"
"Jilin","4","4.4900000000000000","Action"
"Jilin","2","5.4900000000000000","Documentary"
"Jilin","2","6.9900000000000000","Drama"
"Kabol","2","6.4900000000000000","New"
"Kabol","2","6.4900000000000000","Classics"
"Kabol","1","8.9900000000000000","Action"
"Kabol","1","4.9900000000000000","Travel"
"Kaduna","4","4.2400000000000000","Documentary"
"Kaduna","3","4.9900000000000000","Foreign"
"Kaduna","3","5.9900000000000000","Horror"
"Kaduna","3","5.3233333333333333","Games"
"Kaduna","2","5.9900000000000000","Family"
"Kaduna","2","4.4900000000000000","Children"
"Kaduna","1","4.9900000000000000","Comedy"
"Kalimantan Barat","6","4.8233333333333333","Action"
"Kalimantan Barat","4","4.9900000000000000","Drama"
"Kalimantan Barat","2","4.9900000000000000","Children"
"Kalimantan Barat","2","8.9900000000000000","Foreign"
"Kalimantan Barat","1","4.9900000000000000","Classics"
"Kalimantan Barat","1","6.9900000000000000","Sports"
"Kalimantan Barat","1","6.9900000000000000","Sci-Fi"
"Kaliningrad","3","5.3233333333333333","Sci-Fi"
"Kaliningrad","2","5.9900000000000000","Documentary"
"Kaliningrad","2","5.9900000000000000","Comedy"
"Kaliningrad","1","4.9900000000000000","Music"
"Kaliningrad","1","5.9900000000000000","Classics"
"Kaliningrad","1","4.9900000000000000","Games"
"Kalmykia","3","6.3233333333333333","Children"
"Kalmykia","3","5.9900000000000000","Action"
"Kalmykia","3","5.6566666666666667","Foreign"
"Kalmykia","1","5.9900000000000000","Music"
"Kanagawa","5","5.3900000000000000","Drama"
"Kanagawa","3","5.3233333333333333","Classics"
"Kanagawa","3","4.9900000000000000","Children"
"Kanagawa","3","4.6566666666666667","New"
"Kanagawa","3","5.6566666666666667","Horror"
"Kanagawa","1","5.9900000000000000","Music"
"Kanagawa","1","6.9900000000000000","Family"
"Kanagawa","1","4.9900000000000000","Comedy"
"Kanagawa","1","6.9900000000000000","Animation"
"Kang-won","4","4.4900000000000000","Foreign"
"Kang-won","3","6.9900000000000000","Sports"
"Kang-won","3","5.6566666666666667","Music"
"Kang-won","2","4.9900000000000000","Horror"
"Kang-won","2","4.9900000000000000","Family"
"Kang-won","1","7.9900000000000000","Travel"
"Kang-won","1","4.9900000000000000","Games"
"Kang-won","1","4.9900000000000000","Sci-Fi"
"Kaohsiung","4","6.2400000000000000","Games"
"Kaohsiung","3","6.6533333333333333","Animation"
"Kaohsiung","2","4.9900000000000000","Comedy"
"Kaohsiung","1","4.9900000000000000","Foreign"
"Karnataka","8","5.8650000000000000","New"
"Karnataka","8","4.6150000000000000","Family"
"Karnataka","7","4.7042857142857143","Children"
"Karnataka","7","6.1328571428571429","Sports"
"Karnataka","7","5.1328571428571429","Drama"
"Karnataka","6","5.9900000000000000","Sci-Fi"
"Karnataka","5","6.7900000000000000","Games"
"Karnataka","3","5.3233333333333333","Documentary"
"Kedah","4","4.2400000000000000","Comedy"
"Kedah","3","4.9900000000000000","Action"
"Kedah","3","4.3233333333333333","Sci-Fi"
"Kedah","3","5.9900000000000000","Travel"
"Kedah","2","4.9900000000000000","Music"
"Kedah","1","7.9900000000000000","Children"
"Kedah","1","4.9900000000000000","Documentary"
"Kerala","7","5.1328571428571429","Horror"
"Kerala","6","4.1566666666666667","Drama"
"Kerala","4","4.4900000000000000","New"
"Kerala","4","5.4900000000000000","Children"
"Kerala","3","4.3233333333333333","Action"
"Kerala","3","5.3200000000000000","Sports"
"Kerala","2","4.4900000000000000","Foreign"
"Kerala","2","5.4900000000000000","Classics"
"Kerala","1","4.9900000000000000","Sci-Fi"
"Kerman","4","4.9900000000000000","Horror"
"Kerman","2","5.9900000000000000","Family"
"Kerman","2","4.9900000000000000","Classics"
"Kerman","1","8.9900000000000000","Music"
"Kerman","1","4.9900000000000000","Sci-Fi"
"Kerman","1","5.9900000000000000","Foreign"
"Kerman","1","4.9900000000000000","Sports"
"Kermanshah","3","6.6566666666666667","Drama"
"Kermanshah","1","7.9900000000000000","Foreign"
"Kermanshah","1","8.9900000000000000","Games"
"Kermanshah","1","7.9900000000000000","Sci-Fi"
"Khanh Hoa","8","5.1150000000000000","Drama"
"Khanh Hoa","5","4.5900000000000000","Classics"
"Khanh Hoa","5","4.9900000000000000","Family"
"Khanh Hoa","5","5.1900000000000000","Sports"
"Khanh Hoa","5","5.1900000000000000","New"
"Khanh Hoa","5","4.3900000000000000","Action"
"Khanh Hoa","3","5.3233333333333333","Sci-Fi"
"Khanh Hoa","3","5.6566666666666667","Comedy"
"Khanh Hoa","3","5.6566666666666667","Games"
"Khanh Hoa","1","4.9900000000000000","Music"
"Khartum","5","5.3900000000000000","Foreign"
"Khartum","4","5.4900000000000000","Drama"
"Khartum","2","7.4900000000000000","Children"
"Khartum","2","6.9900000000000000","Sci-Fi"
"Khartum","2","4.9900000000000000","Horror"
"Khartum","2","7.4900000000000000","Documentary"
"Khartum","1","4.9900000000000000","Action"
"Khartum","1","4.9900000000000000","Animation"
"Kilis","3","4.9900000000000000","Documentary"
"Kilis","2","7.4900000000000000","Children"
"Kilis","2","6.4900000000000000","Animation"
"Kilis","1","6.9900000000000000","Sports"
"Kilis","1","4.9900000000000000","Action"
"Kilis","1","7.9900000000000000","Comedy"
"Kirov","4","5.7400000000000000","Documentary"
"Kirov","2","4.9900000000000000","Foreign"
"Kirov","2","6.9900000000000000","Action"
"Kirov","1","4.9900000000000000","New"
"Kirov","1","4.9900000000000000","Comedy"
"Kirov","1","7.9900000000000000","Travel"
"Kirov","1","7.9900000000000000","Music"
"Kirov","1","6.9900000000000000","Sports"
"Kitaa","3","4.3233333333333333","Classics"
"Kitaa","3","6.6566666666666667","Games"
"Kitaa","2","4.4900000000000000","Family"
"Kitaa","2","6.9900000000000000","Drama"
"Kitaa","2","6.4900000000000000","Comedy"
"Kitaa","1","5.9900000000000000","Action"
"Kitaa","1","8.9900000000000000","Sci-Fi"
"Komi","3","5.3233333333333333","Music"
"Komi","2","5.4900000000000000","Classics"
"Komi","2","4.4900000000000000","Drama"
"Komi","1","4.9900000000000000","Comedy"
"Kowloon and New Kowl","3","7.9900000000000000","Games"
"Kowloon and New Kowl","2","4.4900000000000000","Documentary"
"Kowloon and New Kowl","2","4.4900000000000000","Classics"
"Kowloon and New Kowl","1","7.9900000000000000","Drama"
"Kowloon and New Kowl","1","6.9900000000000000","Comedy"
"Kowloon and New Kowl","1","4.9900000000000000","Sci-Fi"
"Kowloon and New Kowl","1","8.9900000000000000","Action"
"Krasnojarsk","5","4.1900000000000000","Drama"
"Krasnojarsk","4","5.2400000000000000","Travel"
"Krasnojarsk","3","4.9900000000000000","Classics"
"Krasnojarsk","3","4.9900000000000000","Sci-Fi"
"Krasnojarsk","1","7.9900000000000000","New"
"Krim","4","5.2400000000000000","Animation"
"Krim","4","5.4900000000000000","Action"
"Krim","3","4.9900000000000000","Sci-Fi"
"Krim","2","5.4900000000000000","Horror"
"Krim","1","5.9900000000000000","Classics"
"Krim","1","6.9900000000000000","Travel"
"Krim","1","6.9900000000000000","New"
"Krim","1","4.9900000000000000","Comedy"
"Krim","1","6.9900000000000000","Family"
"Kujawsko-Pomorskie","1","5.9900000000000000","Documentary"
"Kujawsko-Pomorskie","1","8.9900000000000000","Horror"
"Kurgan","3","6.9900000000000000","New"
"Kurgan","3","4.6566666666666667","Travel"
"Kurgan","2","5.9900000000000000","Sci-Fi"
"Kurgan","1","4.9900000000000000","Music"
"Kurgan","1","4.9900000000000000","Children"
"Kursk","2","6.4900000000000000","Documentary"
"Kursk","2","6.9900000000000000","Drama"
"Kursk","1","6.9900000000000000","Games"
"Kursk","1","4.9900000000000000","Classics"
"Kursk","1","9.9900000000000000","Children"
"Kursk","1","4.9900000000000000","Family"
"Kursk","1","4.9900000000000000","Animation"
"Kursk","1","8.9900000000000000","Horror"
"Kwara & Kogi","3","5.6566666666666667","Sports"
"Kwara & Kogi","3","5.6566666666666667","Action"
"Kwara & Kogi","2","6.9900000000000000","Comedy"
"Kwara & Kogi","2","4.9900000000000000","Horror"
"Kwara & Kogi","1","8.9900000000000000","Drama"
"Kwara & Kogi","1","4.9900000000000000","New"
"Kwara & Kogi","1","4.9900000000000000","Music"
"Kwara & Kogi","1","4.9900000000000000","Sci-Fi"
"KwaZulu-Natal","7","4.9900000000000000","Games"
"KwaZulu-Natal","4","4.2400000000000000","Sports"
"KwaZulu-Natal","3","5.6566666666666667","Music"
"KwaZulu-Natal","2","5.9900000000000000","Family"
"KwaZulu-Natal","2","4.9900000000000000","Travel"
"KwaZulu-Natal","2","4.4900000000000000","New"
"KwaZulu-Natal","1","4.9900000000000000","Foreign"
"KwaZulu-Natal","1","4.9900000000000000","Children"
"KwaZulu-Natal","1","7.9900000000000000","Comedy"
"KwaZulu-Natal","1","4.9900000000000000","Horror"
"Kyonggi","4","4.2400000000000000","Animation"
"Kyonggi","3","4.6566666666666667","Children"
"Kyonggi","1","7.9900000000000000","Horror"
"Kyonggi","1","4.9900000000000000","Classics"
"Kyonggi","1","4.9900000000000000","Travel"
"Kyonggi","1","10.9900000000000000","Comedy"
"Kyongsangbuk","4","4.2400000000000000","Sports"
"Kyongsangbuk","3","6.3233333333333333","Animation"
"Kyongsangbuk","2","5.4900000000000000","Family"
"Kyongsangbuk","2","5.4900000000000000","Documentary"
"Kyongsangbuk","1","4.9900000000000000","Horror"
"La Paz","3","4.6566666666666667","New"
"La Paz","2","4.4900000000000000","Documentary"
"La Paz","1","4.9900000000000000","Horror"
"La Paz","1","4.9900000000000000","Classics"
"La Paz","1","4.9900000000000000","Action"
"La Paz","1","8.9900000000000000","Games"
"La Romana","5","4.5900000000000000","Foreign"
"La Romana","2","6.9900000000000000","Travel"
"La Romana","2","5.9900000000000000","New"
"La Romana","1","5.9900000000000000","Documentary"
"La Romana","1","4.9900000000000000","Animation"
"Liaoning","8","4.6150000000000000","Family"
"Liaoning","6","5.9900000000000000","New"
"Liaoning","6","4.8233333333333333","Sports"
"Liaoning","4","6.4900000000000000","Action"
"Liaoning","4","4.4900000000000000","Sci-Fi"
"Liepaja","3","4.6566666666666667","New"
"Liepaja","2","4.9900000000000000","Classics"
"Liepaja","1","6.9900000000000000","Comedy"
"Liepaja","1","6.9900000000000000","Horror"
"Lilongwe","4","5.2400000000000000","Classics"
"Lilongwe","3","6.6566666666666667","Sci-Fi"
"Lilongwe","3","5.6566666666666667","Sports"
"Lilongwe","1","5.9900000000000000","New"
